source,id,description,severity,action
suricata,10.231.130.14,Заблокирован: 5 алертов,high,blocked
suricata,10.238.49.117,Заблокирован: 5 алертов,high,blocked
suricata,10.222.47.105,Заблокирован: 5 алертов,high,blocked
suricata,54.197.238.119,Заблокирован: 5 алертов,high,blocked
suricata,10.238.55.249,Заблокирован: 5 алертов,high,blocked
suricata,10.10.5.122,Заблокирован: 5 алертов,high,blocked
suricata,10.237.171.147,Заблокирован: 5 алертов,high,blocked
suricata,10.224.165.187,Заблокирован: 5 алертов,high,blocked
suricata,38.117.98.196,Заблокирован: 5 алертов,high,blocked
suricata,103.10.197.187,Заблокирован: 5 алертов,high,blocked
suricata,108.160.166.189,Заблокирован: 5 алертов,high,blocked
suricata,80.239.237.10,Заблокирован: 5 алертов,high,blocked
suricata,69.16.175.10,Заблокирован: 5 алертов,high,blocked
suricata,10.47.7.20,Заблокирован: 5 алертов,high,blocked
suricata,10.174.185.23,Заблокирован: 5 алертов,high,blocked
suricata,10.47.3.250,Заблокирован: 5 алертов,high,blocked
suricata,10.243.226.28,Заблокирован: 5 алертов,high,blocked
suricata,10.10.13.2,Заблокирован: 5 алертов,high,blocked
suricata,10.255.234.207,Заблокирован: 5 алертов,high,blocked
suricata,10.47.28.164,Заблокирован: 5 алертов,high,blocked
suricata,10.47.5.150,Заблокирован: 5 алертов,high,blocked
suricata,10.47.5.152,Заблокирован: 5 алертов,high,blocked
suricata,10.47.41.68,Заблокирован: 5 алертов,high,blocked
suricata,10.47.42.200,Заблокирован: 5 алертов,high,blocked
suricata,86.59.21.38,Заблокирован: 5 алертов,high,blocked
suricata,10.253.172.70,Заблокирован: 5 алертов,high,blocked
suricata,5.39.33.178,Заблокирован: 5 алертов,high,blocked
suricata,193.35.52.53,Заблокирован: 5 алертов,high,blocked
suricata,51.15.76.56,Заблокирован: 5 алертов,high,blocked
suricata,104.238.188.98,Заблокирован: 5 алертов,high,blocked
suricata,148.251.221.163,Заблокирован: 5 алертов,high,blocked
suricata,89.221.214.243,Заблокирован: 5 алертов,high,blocked
suricata,10.47.23.168,Заблокирован: 5 алертов,high,blocked
vulners,45812683CEA60D9CC6817DBE36D23E729263EB6EDD74EEA214275620D34EDC74,Security Bulletin: IBM Security Network Intrusion Prevention System can be affec,critical,patch
vulners,80059C26C684AFED14BFC07E4FD24B5365959C9A162553498049012FEFBCF90E,Security Bulletin: IBM Security Network Intrusion Prevention System is affected ,critical,patch
vulners,0840225027FABDA459826FFEB2567F962694C590B4289850C4F762651A17B943,Security Bulletin: A vulnerability in OpenSSH affects IBM Security Network Intru,critical,patch
vulners,25F9401AD2BF8D82B27B14CE6A584C356502773C2762955A427C46938A172EE1,Security Bulletin: Vulnerabilities in unzip affect IBM Security Network Intrusio,critical,patch
vulners,62699243F13608A014B52BC4C1F8BC188D617A0752C1A98F1E8CDB722F068C0E,Security Bulletin: Libxml2 vulnerabilities in Network Intrusion Prevention Syste,critical,patch
vulners,FC3C8A4D89548BC6C0769DD58587A1E5E52E0FFAD423B142F389955568A0814E,Security Bulletin: Network Intrusion Prevention System is affected by curl and p,critical,patch
vulners,7C51F287AE5EB7BF0D2FCB3EE718675AAC64D70CBDBE4FB433F5412B5AC19C41,Security Bulletin: Network Intrusion Prevention System is affected by multiple O,critical,patch
vulners,FAF1E42F5C82479C048926996BC2931828D3108E68118BD5716CEF9D5D410444,Security Bulletin: A vulnerability in net-snmp affects IBM Security Network Intr,critical,patch
vulners,C83F675C530B12620988F0C65F58B32931125E0012C4B7C771823623ECB73255,Security Bulletin: Multiple vulnerabilities in OpenSSL affect IBM Security Netwo,critical,patch
vulners,4F553517AF5D2CC17F37F8C3126C4F05ABBFAC6B230325132DA25AAF70E8D257,Security Bulletin: Network Intrusion Prevention System is affected by multiple D,medium,review
vulners,224C61EA46BAB314366E323DC6C09EB23AE3E6F9663DAB5098D63BB19C5269E3,Security Bulletin: Network Intrusion Prevention System is affected by multiple A,medium,review
vulners,C99AB9FB9389FE23659D18E25DF69F2E655C7F4069334DD38DC826EAF788536D,Security Bulletin: A vulnerability in net-snmp affects IBM Security Network Intr,medium,review
vulners,BF45A05E541DA6D7AD87C9473C87FDE2BF3251E2F12CF3D3A1C3E5A8ECEEC8BA,Security Bulletin: IBM Security Network Intrusion Prevention System is affected ,medium,review
vulners,0D31C57FEF4D3DABC5FF3ED6B9A2F717F5AF4498A9172576992B0DA28D1BB88E,Security Bulletin:  IBM Security Network Intrusion Prevention System is affected,medium,review
vulners,19381B596DDAD25AEF97114618D93152FBDFB2C07A0F4F692E852D691167F676,Security Bulletin: Vulnerability in RC4 stream cipher affects IBM Security Netwo,medium,review
vulners,4C634C284BD54453EDF86F87DC5CD62853248F0BDE7951DCBDA064BBEAF116C9,Security Bulletin: Vulnerabilities in curl affect IBM Security Network Intrusion,medium,review
vulners,370720DD138E7F0A22E9D2EC7B9B753467F08D4E08DA37215653D937EDB0E545,Security Bulletin: Vulnerabilities in OpenSSL affect IBM Security Network Intrus,medium,review
vulners,D25B9445FC278E9407AC074178FCC8A8B13B7AC4E61B4181E2C34AE764EF75D1,Security Bulletin:  A vulnerability in Diffie-Hellman ciphers affects IBM Securi,medium,review
vulners,EC3E23A99CFAAD88B2FA49B712651D754EE84446F6DFEB6CC3571A65A744E234,Security Bulletin: Vulnerability in SSLv3 affects IBM Security Network Intrusion,medium,review
vulners,0719597A75ABE87070122CE5F544A0FBBA550F1DFE27F4BC0260AB12ED4CE574,Security Bulletin: A vulnerability in sudo affects IBM Security Network Intrusio,medium,review
